uid,name,district,province
t4VpOSRhF6z,lu Kawambwa Hospital Affiliated Health Centre,Kawambwa,Luapula
WrIFlpo10em,lu Kawambwa Tea Rural Health Centre,Kawambwa,Luapula
y5ZvZep0zdU,lu Kubi Health Post,Kawambwa,Luapula
wi2tBOWd9j3,lu Luatula Health Post,Kawambwa,Luapula
Mi1CPgyDPaT,lu Lusambo Health Post,Kawambwa,Luapula
I72tx52IQ8M,lu Mambwe Health Post,Kawambwa,Luapula
sSdmacTv4Dm,lu Matende Health Post,Kawambwa,Luapula
HbbUF3TGezI,lu Mufwaya Rural Health Centre,Kawambwa,Luapula
LWQSvyr1euq,lu Munkanta Rural Health Centre,Kawambwa,Luapula
WCqpSIqgf3c,lu Musambeshi Health Post,Kawambwa,Luapula
xF7Avs2H4mk,lu Mushota Zonal Rural Health Centre,Kawambwa,Luapula
Mo2mBhp6Jmp,lu Musungu Rural Health Centre,Kawambwa,Luapula
tTTqsdY5Ghh,lu Muyembe Rural Health Centre,Kawambwa,Luapula
darwSYOL0lI,lu Shikalaba Health Post,Kawambwa,Luapula
IudTNYcbhz3,lu Bwalya Mponda Rural Health Centre,Lunga,Luapula
HiozWAG69k8,lu Kalima Nkonde Rural Health Centre,Lunga,Luapula
SFwqrD1MApr,lu Kasoma Lunga Rural Health Centre,Lunga,Luapula
EnEhHUDVV50,lu Nsalushi Rural Health Centre,Lunga,Luapula
f65J9RM9mBA,lu Buntungwa Urban Health Centre,Mansa,Luapula
NmJWwEYdBXD,lu Central Urban Health Centre,Mansa,Luapula
xLetr8jtJW7,lu Changila Health Post,Mansa,Luapula
MXOUjA6B2C5,lu Chansa Health Post,Mansa,Luapula
ErBckxgklut,lu Chikonshi Mini Hospital,Mansa,Luapula
rh6vy9eXft0,lu Chimfula Health Post,Mansa,Luapula
rSFrvCaXVCC,lu Chisembe Rural Health Centre,Mansa,Luapula
ybtYsckgKmx,lu Chisongo Health Post,Mansa,Luapula
nwlOQMIlxPq,lu Chisunka Rural Health Centre,Mansa,Luapula
DC8Gi5z81zL,lu Fibale Health Post,Mansa,Luapula
qe8t65VlEFm,lu Fimpulu Rural Health Centre,Mansa,Luapula
bQyBLRGCJse,lu Fiyongoli Health Post,Mansa,Luapula
izllrAR8s3P,lu Home of Compassion Hospital,Mansa,Luapula
r5A5ukUQb61,lu James Health Post,Mansa,Luapula
vvRTV2XZ4DP,lu Kabunda Rural Health Centre,Mansa,Luapula
erewqcOS92p,lu Kafula Health Post,Mansa,Luapula
T9tSAWBz9v1,lu Kalaba Rural Health Centre,Mansa,Luapula
xb3sfE6CAId,lu Kale Health Post,Mansa,Luapula
a29ckheh5yA,lu Kalyongo Rural Health Centre,Mansa,Luapula
kRTg1n6g3WV,lu Kanseke Health Post,Mansa,Luapula
FJFyjMUX1OK,lu Kansenga Rural Health Centre,Mansa,Luapula
nRHAqa4Yhkh,lu Kapanda Mini-Hospital,Mansa,Luapula
lvtibOIKp97,lu Kapisha Health Post,Mansa,Luapula
x9JZZJxwHEt,lu Kapompwa Health Post,Mansa,Luapula
L0podEum5VB,lu Kasamba Health Post,Mansa,Luapula
TxGnT35WbCH,lu Kasanse Health Post,Mansa,Luapula
zvGYJwVDL5B,lu Kasongo Mini-Hospital,Mansa,Luapula
BM9LAnulVis,lu Katangwe Rural Health Centre,Mansa,Luapula
oSEXKeUmCQr,lu Kosamu Mini Hospital,Mansa,Luapula
mJk9aeQbGHT,lu Lofoi Mini Hospital,Mansa,Luapula
Yq5WdhjDEei,lu Luamfumu Rural Health Centre,Mansa,Luapula
Tubc7lrJtuG,lu Lubende Rural Health Centre,Mansa,Luapula
CpxIn7f9C1s,lu Lukali Health Post,Mansa,Luapula
t3Qzpla8I6b,lu Mabo Health Post,Mansa,Luapula
E7RlMWW703z,lu Mabumba Rural Health Centre,Mansa,Luapula
Wc6Ejt1RMxg,lu Malamba Health Post,Mansa,Luapula
jRKfldP8e0Q,lu Mano Rural Health Centre,Mansa,Luapula
mCkJ1ygt1ww,lu Mansa Correctionlal Facility Clinic,Mansa,Luapula
exQIVTbdPaM,lu Mansa District Hospital,Mansa,Luapula
kD1gL7iecw8,lu Mansa General Hospital,Mansa,Luapula
F4oV4hBmtpd,lu Mantumbusa Rural Health Centre,Mansa,Luapula
sERsI4UCehW,lu Masaba Health Post,Mansa,Luapula
qOXWFNmuVaF,lu Mashimi Health Post,Mansa,Luapula
VXrnhah1rfY,lu Matanda Rural Health Centre,Mansa,Luapula
vqhEzz78HM0,lu Matelo Health Post,Mansa,Luapula
yKK79PNQakj,lu Mibenge Rural Health Centre,Mansa,Luapula
c0nei0jcfQm,lu Mikula Health Post,Mansa,Luapula
q7LrTOWYcOF,lu Minsenga Health Post,Mansa,Luapula
XicFVVZ1PlR,lu Mipolombo Health Post,Mansa,Luapula
iaQTS9o4wml,lu Moloshi Rural Health Centre,Mansa,Luapula
XrxzqJTE8ZG,lu Moonga Health Post,Mansa,Luapula
oiWBmL1CPR2,lu Mufuma Health Post,Mansa,Luapula
CdxhAEBJV85,lu Mulonga Health Post,Mansa,Luapula
K3w63DCVgVM,lu Mupita Health Post,Mansa,Luapula
B04lh3jPski,lu Mupofwe Health Post,Mansa,Luapula
ekYTjO7ATMm,lu Musaba Health Post,Mansa,Luapula
IFlH7FfHYo6,lu Musaika Health Post,Mansa,Luapula
rr4a7WmEG8I,lu Musaila Rural Health Centre,Mansa,Luapula
gw4j1ZQOYPU,lu Musesha Health Post,Mansa,Luapula
AewBRfK9X8p,lu Musumali Health Post,Mansa,Luapula
nRIYIYvQdS3,lu Mutiti Rural Health Centre,Mansa,Luapula
hvHO2GxYSWr,lu Mutwewankoko Rural Health Centre,Mansa,Luapula
Hie7YmcDJrS,lu Muwanguni Rural Health Centre,Mansa,Luapula
emvofTIKa1P,lu Mwela Health Post,Mansa,Luapula
jcndqfZPdku,lu Namwandwe Health Post,Mansa,Luapula
Ru8O8QgvcHk,lu Ndoba Rural Health Centre,Mansa,Luapula
I4D9agtDpVm,lu Nsonga Rural Health Centre,Mansa,Luapula
RmEWElKZnAS,lu Paul Mambilima Rural Health Centre,Mansa,Luapula
uHjnQzT70LJ,lu Sande Health Post,Mansa,Luapula
fUaqDDijuxJ,lu Senama Level1 Hospital,Mansa,Luapula
rcdwh7hRk9U,lu Sepe Health Post,Mansa,Luapula
uPHpw9fpppV,lu Shoti Health Post,Mansa,Luapula
UbUYxvdjO6z,lu Sumbu Health Post,Mansa,Luapula
xt5WZlxAl5r,lu Tayali Health Post,Mansa,Luapula
lRH4xTkfX7t,lu Changwe Lungo Health Post,Milenge,Luapula
kcQtcZl6M2n,lu Chibende Rural Health Centre,Milenge,Luapula
qL0AAFbFzoI,lu Chipundu Health Post,Milenge,Luapula
bgF4sJep3XC,lu Kabange Rural Health Centre,Milenge,Luapula
IJF7mBgSg7O,lu Kafwanka Health Post,Milenge,Luapula
NwxQR1eRto2,lu Kapalala Rural Health Centre,Milenge,Luapula
apajTHJigRk,lu Kuyafya Health Post,Milenge,Luapula
g2rEWeFMMyf,lu Lungo Mukuta Rural Health Centre,Milenge,Luapula
OsecghwJj5f,lu Lwela Rural Health Centre,Milenge,Luapula
RNQnwCfY5LZ,lu Milambo Health Post,Milenge,Luapula
azRTyW1gF42,lu Milenge District Hospital,Milenge,Luapula
NDa0Qcl6A36,lu Milenge East 7 Rural Health Centre,Milenge,Luapula
xD5AYy6JqRl,lu Milulu Health Post,Milenge,Luapula
hrwaZ8s0soI,lu Moffat Health Post,Milenge,Luapula
fUuJIm7FTxp,lu Mulumbi Rural Health Centre,Milenge,Luapula
wbyocUTY9MT,lu Mumanse Health Post,Milenge,Luapula
gAJWuDcHWsY,lu Sokontwe Rural Health Centre,Milenge,Luapula
ciX9s898HuO,lu Chipunka Rural Health Centre,Mwansabombwe,Luapula
O3pS7oBJxGb,lu Kazembe Zonal Rural Health Centre,Mwansabombwe,Luapula
QNrtOIbrUUB,lu Lufubu Rural Health Centre,Mwansabombwe,Luapula
KArFyCojG3u,lu Mbereshi Mission Hospital,Mwansabombwe,Luapula
LsLXz20TzRj,lu Mbereshi Mission Hospital Affiliated Health Centre,Mwansabombwe,Luapula
kz6HFCbT0nE,lu Mukamba Rural Health Centre,Mwansabombwe,Luapula
UXumW6MXeSy,lu Salanga Rural Health Centre,Mwansabombwe,Luapula
r4UPOMFk0J4,lu Chalwe Health Post,Mwense,Luapula
hChFf0V4ppg,lu Chanshi Health Post,Mwense,Luapula
BFqzzrYFBFB,lu Chibondo Rural Health Centre,Mwense,Luapula
TT6q3xiuLnO,lu Kabila Health Post,Mwense,Luapula
fhlUcXldsJ1,lu Kankomba Health Post,Mwense,Luapula
N52WXqtYFyO,lu Kapamba Rural Health Centre,Mwense,Luapula
kIW1nq2PSFD,lu Kashiba Rural Health Centre,Mwense,Luapula
KukrWomu52l,lu Katuta Rural Health Centre,Mwense,Luapula
z7zWuoUG9tu,lu Kawama Rural Health Centre,Mwense,Luapula
lF41hs2xE7r,lu Loto Health Post,Mwense,Luapula
fcdM14BnJeM,lu Lubunda Rural Health Centre,Mwense,Luapula
UpLogmw5Tjk,lu Lukwesa Rural Health Centre,Mwense,Luapula
mSb2WtAa2KH,lu Mambilima Mission Hospital,Mwense,Luapula
YxHARnHER97,lu Mubende Rural Health Centre,Mwense,Luapula
NhezyPMNpLr,lu Mununshi Rural Health Centre,Mwense,Luapula
Et6E1EIFBln,lu Musangu Rural Health Centre,Mwense,Luapula
ZrYvlcX3KnS,lu Musonda Rural Health Centre,Mwense,Luapula
ShS7gmYW5yB,lu Mwense District Hospital,Mwense,Luapula
JMh3OEaBRl3,lu Mwense Rural Health Centre,Mwense,Luapula
SLOzRXb8m6h,lu Mweshi Health Post,Mwense,Luapula
B3OzQYKWmXQ,lu Zesco Musonda Rural Health Centre,Mwense,Luapula
qrS2fqRRCtD,lu Chabilikila Rural Health Centre,Nchelenge,Luapula
ZEl2D8rz0oq,lu Chisenga Rural Health Centre,Nchelenge,Luapula
cTZYHyQOhF4,lu Kabalenge Rural Health Centre,Nchelenge,Luapula
TMEXirf8jzC,lu Kabuta Rural Health Centre,Nchelenge,Luapula
tqnhJFOEtLl,lu Kafutuma Rural Health Centre,Nchelenge,Luapula
bWH0MB8xi6G,lu Kambwali Rural Health Centre,Nchelenge,Luapula
C3URmX8LZAm,lu Kanyembo Rural Health Centre,Nchelenge,Luapula
ycVq5Jhn0YM,lu Kapambwe Health Post,Nchelenge,Luapula
EQbXK8Vakl4,lu Kashikishi Hospital Affiliated Health Centre,Nchelenge,Luapula
XH1AqaBqn5B,lu Kasumpa Health Post,Nchelenge,Luapula
PnCKngpVb6i,lu Kefulwa Health Post,Nchelenge,Luapula
Y71ekTg8Rrs,lu Kilwa Rural Health Centre,Nchelenge,Luapula
lBJQ7mJn9rN,lu Lushiba Health Post,Nchelenge,Luapula
dQiaRSNTpwM,lu Mantampala Rural Health Centre,Nchelenge,Luapula
vE8awwBilIO,lu Mantapala Health Post,Nchelenge,Luapula
GfGcR7YaPeL,lu Mulwe Health Post,Nchelenge,Luapula
eiV8A0mUZdp,lu Munkombwe Health Post,Nchelenge,Luapula
SVkzNl5p3Tj,lu Nchelenge Rural Health Centre,Nchelenge,Luapula
hD5JPwzG4fv,lu Ntoto Health Post,Nchelenge,Luapula
luCGn2YZIno,lu St Pauls Mission Hospital,Nchelenge,Luapula
vdJ8T43ozaE,lu Toka-Toka Health Post,Nchelenge,Luapula
Dwp76dNHLeG,lu Chikunyu Health Post,Samfya,Luapula
gipI3AfuMuC,lu Chimembe Rural Health Centre,Samfya,Luapula
c6BHLOZi6Rv,lu Chinsaka Rural Health Centre,Samfya,Luapula
ZVIi4viR6lp,lu Chinweshiba Health Post,Samfya,Luapula
cyt5Gxt2nog,lu Chipako Rural Health Centre,Samfya,Luapula
h1tuxw0ij2l,lu Fwaka East 8 Rural Health Centre,Samfya,Luapula
k6KbzROtM7b,lu Kabongo Rural Health Centre,Samfya,Luapula
KJCFpeFHUbY,lu Kaishe Mini Hospital,Samfya,Luapula
L6zisl5syTy,lu Kalasa Mukoso Rural Health Centre,Samfya,Luapula
rd1fcahmpsX,lu Kapata East 1 Rural Health Centre,Samfya,Luapula
i5lGwJbbTIL,lu Kapata Rural Health Centre,Samfya,Luapula
WXzDmwqyJ3u,lu Kasanka Rural Health Centre,Samfya,Luapula
z5axg4vJWyQ,lu Kasoma Bangweulu  Health Post,Samfya,Luapula
yVbImKScgF4,lu Katanshya Rural Health Centre,Samfya,Luapula
jIb98QzDuA3,lu Mabo Kunda Rural Health Centre,Samfya,Luapula
Q0BEbxm4mD0,lu Mano Health Post,Samfya,Luapula
EsersiN3Ebr,lu Mpanta Rural Health Centre,Samfya,Luapula
Whdcw1ZAqdr,lu Mungulube Rural Health Centre,Samfya,Luapula
T1qWi3CnvAv,lu Mushili Rural Health Centre,Samfya,Luapula
Lf5QXM6l0vt,lu Ninge Rural Health Centre,Samfya,Luapula
F4szgWvMcZY,lu Njipi Rural Health Centre,Samfya,Luapula
tU003fthG2c,lu Nkungu Health Post,Samfya,Luapula
wLhl2q6Hr0m,lu Samfya District Hospital,Samfya,Luapula
LvXe75vnu3O,lu Samfya Stage II Rural Health Centre,Samfya,Luapula
FrOn8lcbzPb,ls Balmoral Health Post,Chilanga,Lusaka
Ufr8nYcPCQQ,ls Chilanga Hospice,Chilanga,Lusaka
Uhkl6NC5yIc,ls Chilanga Urban Health Centre,Chilanga,Lusaka
k2kKFAEjPhu,ls Human Service Trust Hospice,Chilanga,Lusaka
xwUD5u7CKKq,ls Kazimva Rural Health Centre,Chilanga,Lusaka
XWbUIccnUzo,ls Kris Katumba Health Post,Chilanga,Lusaka
koNl3uJFGdM,ls Lilayi Family Clinic,Chilanga,Lusaka
dKj1T229tVI,ls Maano Health Post,Chilanga,Lusaka
Bvp6RBPo62N,ls Makeni_Konga Rural Health Centre,Chilanga,Lusaka
HO8d6yM5ItR,ls Mt Eugenia Hospital,Chilanga,Lusaka
XpKKx7Zqdub,ls Mt Makulu Health Post,Chilanga,Lusaka
qnBP9Wm3MK7,ls Mt Makulu Urban Health Centre,Chilanga,Lusaka
b16L0sDHUIt,ls Mundengwa Mini Hospital,Chilanga,Lusaka
hgcHEArb3st,ls Munyeu Health Post,Chilanga,Lusaka
Rugx48o4muN,ls Mwembeshi Maximum Correctional HP,Chilanga,Lusaka
edP6CRRrAyN,ls Mwembeshi Prisons Health Post,Chilanga,Lusaka
uZFREFe5Vds,ls Mwembeshi Rural Health Centre,Chilanga,Lusaka
WQi0Ob4tPvA,ls Mwembeshi Secondary Health Post,Chilanga,Lusaka
XTdy12qek6G,ls Nakachenje Mini Hospital,Chilanga,Lusaka
JqxWC1XhMcL,ls Neri Health Post,Chilanga,Lusaka
Cunzgs27VkS,ls Paramilitary Health Post,Chilanga,Lusaka
bOo3kXTQfvT,ls Sekelela Health Post,Chilanga,Lusaka
v5770nb2jHV,ls Tubalange Mini Hospital,Chilanga,Lusaka
x1Tfu2HRQUD,ls Victoria Clinic,Chilanga,Lusaka
sfSGuVk954T,ls Zambia Army Apollo Rural Health Centre,Chilanga,Lusaka
oqBLYbMJXcg,ls Zambia Helpers Society Hospital,Chilanga,Lusaka
QwiQcWknlhR,ls ZNS-BB Health Post,Chilanga,Lusaka
LPzSO1ZEvrD,ls ZNS-LDB Health Post,Chilanga,Lusaka
eChTvZQNbEz,ls ZNS-Safari Health Post,Chilanga,Lusaka
zoVWIb9J1wh,ls ZNS-Sopelo Health Post,Chilanga,Lusaka
e7BeM710Edv,ls  Zalaunga Rural Health Post,Chirundu,Lusaka
oABTNoRnphB,ls Chibende Health Post,Chirundu,Lusaka
WVR7X7U5l1J,ls Chikanzaya Rural Health Centre,Chirundu,Lusaka
LlrP8fstjfM,ls Chipepo Rural Health Centre,Chirundu,Lusaka
wPGo3hSQmS4,ls Hachipilika Rural Health Centre,Chirundu,Lusaka
H3Ri3M3nenv,ls Ibbwemunyama Rural Health Centre,Chirundu,Lusaka
RMTYyPy81zw,ls Jamba Rural Health Centre,Chirundu,Lusaka
nOBgDJKBTs4,ls Kapululira Rural Health Centre,Chirundu,Lusaka
gP8ovsHKPwc,ls Lumbembe Health Post,Chirundu,Lusaka
HGoPoZDjm54,ls Lusitu Rural Health Centre,Chirundu,Lusaka
RBqacJzY7b0,ls Maunga Health Post,Chirundu,Lusaka
XqKkJUutg8T,ls Mtendere Mission Hospital,Chirundu,Lusaka
Hkue6N1TNBl,ls Mtendere Mission Hospital Affiliated Health Centre,Chirundu,Lusaka
MKsK3cS0quF,ls Nabbanda Health Post,Chirundu,Lusaka
LLWjjVQMpGH,ls Sikoongo Rural Health Centre,Chirundu,Lusaka
BdZlM4EaptW,ls Bimbe Health Post,Chongwe,Lusaka
gNLLh1Eggai,ls Chainda Rural Health Centre,Chongwe,Lusaka
VEAzY3nDJxx,ls Chalimbana Rural Health Centre,Chongwe,Lusaka
Tkf1vX1FHZi,ls Chalyabale Health Post,Chongwe,Lusaka
vTMEikVUg29,ls Chaminuka Health Post,Chongwe,Lusaka
q6BIpT1GCNG,ls Chansu Health Post,Chongwe,Lusaka
Ux2wg0JkYbJ,ls Chikumbi Health Post,Chongwe,Lusaka
mGFVfHhZpIH,ls Chongwe District Hospital,Chongwe,Lusaka
DvK7XzkHzr1,ls Chongwe Referral Rural Health Centre,Chongwe,Lusaka
peVc3YE5reG,ls Ellensdale Farm Health Post,Chongwe,Lusaka
SnjCsADRyRt,ls Kabeleka Health Post,Chongwe,Lusaka
dVYbTsxcnWa,ls Kampekete Rural Health Centre,Chongwe,Lusaka
OQvNUldaonL,ls Kanakantapa Rural Health Centre,Chongwe,Lusaka
oUZLRfhpgB2,ls Kapete Health Post,Chongwe,Lusaka
eamcYIB10vj,ls Kasenga Health Post,Chongwe,Lusaka
UcZRkyXRxsK,ls Kasisi Rural Health Centre,Chongwe,Lusaka
xI2yusW1ANd,ls Katoba Rural Health Centre,Chongwe,Lusaka
VTVfBgVp2HK,ls Lwiimba Rural Health Centre,Chongwe,Lusaka
QByuNQ95b9q,ls Mikango Rural Health Centre,Chongwe,Lusaka
a4svawAnU2r,ls Mpango Rural Health Centre,Chongwe,Lusaka
c6JKhyMVnTL,ls Mulalika Health Post,Chongwe,Lusaka
jr6BXwjvKJz,ls Mutamino Health Post,Chongwe,Lusaka
y8B6xdrDsbT,ls Mwalumina Rural Health Centre,Chongwe,Lusaka
YVjAGMkZrvm,ls Nachitete Health Post,Chongwe,Lusaka
FTPaQkupmRs,ls National Heart Hospital ,Chongwe,Lusaka
kfIZWsFCXx7,ls Nchute Health Post,Chongwe,Lusaka
uPVOR6pe9lL,ls Ndapula Health Post,Chongwe,Lusaka
nJyQffmuyIv,ls Ngwerere Health Post,Chongwe,Lusaka
cY8oU70zgc2,ls Ngwerere Main Rural Health Centre,Chongwe,Lusaka
GXJRUOEuYJP,ls Palabana Childrens Health Post,Chongwe,Lusaka
Ons9LFn8qDM,ls Palabana Rural Health Centre,Chongwe,Lusaka
sHnu7v8g1dl,ls Shiyala Health Post,Chongwe,Lusaka
FgM7TeHrSiJ,ls Water Falls Rural Health Centre,Chongwe,Lusaka
Dzuvv20pM02,ls ZAF 71 Rural Health Centre,Chongwe,Lusaka
fKWbIcOontB,ls ZAF Base_Chongwe Rural Health Centre,Chongwe,Lusaka
SGwFAtGFG5W,ls Zasti Rural Health Centre,Chongwe,Lusaka
YUfAZavZy7W,ls ZNS Airport Health Post,Chongwe,Lusaka
ujrW5Mgbzlg,ls ZNS Chongwe Clinic,Chongwe,Lusaka
pgh8kxpUHJU,ls Chanyanya Rural Health Centre,Kafue,Lusaka
OkiRXQpHse1,ls Chiawa Rural Health Centre,Kafue,Lusaka
zcYphl5V9dk,ls Chikoka Health Post,Kafue,Lusaka
WSCLQdy2T0z,ls Chikupi Rural Health Centre,Kafue,Lusaka
y4IFOiyhzbx,ls Chipapa Rural Health Centre,Kafue,Lusaka
vLlhYmwF0ci,ls Chisakila Health Post,Kafue,Lusaka
vYBdT4suNfM,ls Chisankane Rural Health Centre,Kafue,Lusaka
a7JqhqXMXuq,ls Estate Urban Health Centre,Kafue,Lusaka
rGjVBQYhnGy,ls Juflona Clinic,Kafue,Lusaka
Pbq94it7Ea5,ls Kabweza Health Post,Kafue,Lusaka
gdYjm723x8Q,ls Kafue District Hospital,Kafue,Lusaka
vnui93eZUl8,ls Kafue East Health Post,Kafue,Lusaka
gvTcEpgJfuZ,ls Kafue Mission Rural Health Centre,Kafue,Lusaka
pvoo4jsUPph,ls Kambale Rural Health Centre,Kafue,Lusaka
j9tfO9PRlFV,ls Lukolongo Health Post,Kafue,Lusaka
ehhM0FmvKRa,ls Mtendere Health Post,Kafue,Lusaka
WnmrKYPWi2Y,ls Mugurameno Health Post,Kafue,Lusaka
YgA9AKH7WmF,ls Mungu Health Post,Kafue,Lusaka
PBWWSJDskS5,ls Nangongwe OPD/Maternity Health Centre,Kafue,Lusaka
njGq6uO30Qy,ls Nitrogen Chemicals of Zambia,Kafue,Lusaka
hazGJwKHigL,ls Old Kabweza Health Post,Kafue,Lusaka
a2h1Sb8hXWX,ls Phil Opticians Limited,Kafue,Lusaka
ujYjZtiIiSR,ls Railway GRZ Urban Health Centre,Kafue,Lusaka
BiIWZnHXGbC,ls Shifa shikoswe Health Centre,Kafue,Lusaka
XuptJowZoJf,ls Shimabala Health Post,Kafue,Lusaka
rb5TICRlYdH,ls ZNS Kafue Health Post,Kafue,Lusaka
tour3dWaWFA,ls Zubeda Clinic,Kafue,Lusaka
QjyZgqsKkfG,ls Amoro Health Post,Luangwa,Lusaka
PYUT6Ln4m2Q,ls Chitope Rural Health Centre,Luangwa,Lusaka
CPpJvtmvQco,ls Feira Health Post,Luangwa,Lusaka
oyrZGha2YE4,ls Janeiro Health Post,Luangwa,Lusaka
yI8J06NBA5n,ls Kanemela Health Post,Luangwa,Lusaka
cu8HVDxIXXH,ls Kapoche Health Post,Luangwa,Lusaka
b3N6bXwjP57,ls Kasinsa Rural Health Centre,Luangwa,Lusaka
C1HkUY59RZY,ls Katondwe Mission Hospital,Luangwa,Lusaka
x0m1bsepC8D,ls Kaunga Health Post,Luangwa,Lusaka
BAkB4ppDaTJ,ls Kavalamanja Rural Health Centre,Luangwa,Lusaka
gAaVZGBtFLt,ls Luangwa Boma Rural Health Centre,Luangwa,Lusaka
DqGTPYhHpey,ls Luangwa District Hospital,Luangwa,Lusaka
GVnSLRHQ3zx,ls Luangwa High School Rural Health Centre,Luangwa,Lusaka
z8LWIJoLkDg,ls Mandombe Rural Health Centre,Luangwa,Lusaka
eOMbjIuxWSq,ls Mangelengele Health Post,Luangwa,Lusaka
y5oKCgi25Hg,ls Mphuka Rural Health Centre,Luangwa,Lusaka
fG0z5pmkkh0,ls Sinyawagora Rural Health Centre,Luangwa,Lusaka
fktUQX0XqpI,ls  L.J.EYE CLINIC,Lusaka,Lusaka
p0EK0GRFlDA,ls  MEDICARE OPTICIANS LTD,Lusaka,Lusaka
iESrNalAHGQ,ls  SOUTH POINT CLINIC -Woodlands,Lusaka,Lusaka
sy04jreTFc0,"ls 	Chipata  First Level Hospital",Lusaka,Lusaka
vkYcmHsgChc,ls Advance Diagnostic Centre Limited,Lusaka,Lusaka
nPgSY7DnQl0,ls Airport Urban Health Centre,Lusaka,Lusaka
XWCtXyzlOxe,ls Alwima Medical Centre,Lusaka,Lusaka
OqdKs11Ga8R,ls Arakan Camp Hospital,Lusaka,Lusaka
cENHiNyGXZA,ls Bauleni Urban Health Centre,Lusaka,Lusaka
oQFmiWAvyr8,ls Beit Cure Hospital,Lusaka,Lusaka
J6Z6EfVFNld,ls Braceline Center for Orthodontics and Oral Implantology,Lusaka,Lusaka
vLxaJU43ifQ,ls BREAD OF LIFE HEALTH SERVICES CLINIC,Lusaka,Lusaka
v5wOr6GY66O,ls Bwafwano Health Centre,Lusaka,Lusaka
uYLa8Xuof0w,ls Cancer Diseases Hospital,Lusaka,Lusaka
x25XDWoKYm8,ls Cardinal Adams  Hospital,Lusaka,Lusaka
M3F9aPXEp4Q,ls Care for Business Hospital,Lusaka,Lusaka
NtOvzfyPBdS,ls Chainama Hills Hospital,Lusaka,Lusaka
P2sINO0afU2,ls Chainama Urban Health Centre,Lusaka,Lusaka
FyEYUDmn61s,ls Chainda South Clinic,Lusaka,Lusaka
e3vlJ4RcVHY,ls Chainda Urban Health Centre,Lusaka,Lusaka
wrdjeWiE0qA,ls Chaisa Urban Health Centre,Lusaka,Lusaka
Hl6F6xRjZO1,ls Chawama  First Level Hospital,Lusaka,Lusaka
EbJJI4tcfFV,ls Chazanga Urban Health Centre,Lusaka,Lusaka
xEnn0wDObFv,ls Chelstone Urban Health Centre,Lusaka,Lusaka
HvCdWhbVEvI,ls Chilenje First Level Hospital,Lusaka,Lusaka
D5mP2xVrmaA,ls Chimanga Clinic,Lusaka,Lusaka
P8GiF9aID5d,ls Chimwemwe Health Post,Lusaka,Lusaka
JIffZZY0uxI,ls Chisomo Hospital,Lusaka,Lusaka
q4TDK8VJMR5,ls Chiyembekezo Clinic,Lusaka,Lusaka
sBfCK6hdEhN,ls Chreso Ministries Health Centre,Lusaka,Lusaka
Sd5NiOuntEV,ls Chunga Sub-Centre Health Post,Lusaka,Lusaka
oGx0XfgYIh9,ls Circle of Hope Health Centre,Lusaka,Lusaka
NQZHDqz6LoS,ls City Dental,Lusaka,Lusaka
kSeObbrW1yf,ls Civic Centre Urban Health Centre,Lusaka,Lusaka
xsI8Ce9SuAC,ls Comfort Hospital,Lusaka,Lusaka
D39pMWAMjMo,ls Copper Clinic,Lusaka,Lusaka
NBpGik1Jknw,ls Coptic Hospital,Lusaka,Lusaka
LbnOuB8z3gV,ls Covand Clinic,Lusaka,Lusaka
prb0YLcMXM9,ls Critic Care Clinic,Lusaka,Lusaka
WGpYeOTPEq2,ls Crossroads Medical Centre,Lusaka,Lusaka
K5LyFWbiLJJ,ls Crown Dental Clinic,Lusaka,Lusaka
HoxOOyAyeOD,ls Dazzling Dental and Medicare Clinic,Lusaka,Lusaka
aslR0FI0UFh,ls DIAMOND DENTAL SURGERY LIMITED,Lusaka,Lusaka
BE9ToHfB8Ap,ls Dr wu surgery,Lusaka,Lusaka
C4qNRuccnRK,ls Dr Yan Surgery,Lusaka,Lusaka
xsrlojKSQlU,ls Elite Dental Care,Lusaka,Lusaka
nDyoVUO5WxU,ls Evelyn Hone College Health Post,Lusaka,Lusaka
g3lrjai27bH,ls Eye-co opticians,Lusaka,Lusaka
ukQAVd8LBAm,ls Fairview Hospital,Lusaka,Lusaka
vbNgpmnhtGY,ls Family Medical Clinic,Lusaka,Lusaka
aRnEwTpxWTX,ls First Fruits Health Centre,Lusaka,Lusaka
XRx9wrPQRwQ,ls Freedom Urban Health Centre,Lusaka,Lusaka
WJJcOEm8qjS,ls Fumbelo  Health Post,Lusaka,Lusaka
zz9wcWgqYwx,ls Garden Health Post,Lusaka,Lusaka
FgKG2c9lmcy,ls George Urban Health Centre,Lusaka,Lusaka
CyuZs2YrLGB,ls Good Esthetics Dental,Lusaka,Lusaka
CtHkNXfZLTy,ls GUARDIAN MEDICAL CENTRE,Lusaka,Lusaka
Zey5pEzFpNU,ls Healfast Medical Centre,Lusaka,Lusaka
eoPW6RT0xF8,ls Healing Touch Clinic limited,Lusaka,Lusaka
ZogqnByDdqX,ls Health shield medical services,Lusaka,Lusaka
rpyqi8LLeSA,ls Hilltop Hospital,Lusaka,Lusaka
nNNocCLEb5l,ls HILLVIEW HEALTH CARE,Lusaka,Lusaka
Mh5hj4kGDKz,ls Hope in Christ Clinic,Lusaka,Lusaka
ys0CXyUnayE,ls IOM Clinic,Lusaka,Lusaka
