uid,name,district,province
GQXFPxo0LYO,co Buchi Small Chest Urban Health Centre,Kitwe,Copperbelt
d3x9V38noNX,co Bulangililo Urban Health Centre,Kitwe,Copperbelt
oY8jOt2QpLk,co Carewell Medical Centre,Kitwe,Copperbelt
IGHKzZFvSQS,co CBU Urban Health Centre,Kitwe,Copperbelt
YmUgwgE4wwg,co Chamboli GRZ Urban Health Centre,Kitwe,Copperbelt
UnefcR0XAJV,co Chamboli J (Mopani) Urban Health Centre,Kitwe,Copperbelt
ElLPgWdS278,co Chande clinic,Kitwe,Copperbelt
ifnpkDlb6Fo,co Chavuma Urban Health Centre,Kitwe,Copperbelt
Tg6OVf9WBYg,co Chilobwe Rural Health Centre,Kitwe,Copperbelt
obV7u6ihJF3,co Chiminwa Health Post,Kitwe,Copperbelt
eDsMfVW3Z0a,co Chimwemwe Urban Health Centre,Kitwe,Copperbelt
ePGuF4vMTQL,co City Square (Council) Clinic,Kitwe,Copperbelt
A6afW2quR5C,co Community Development College Health Post,Kitwe,Copperbelt
uCmeoZWqocx,co Company Urban Health Centre,Kitwe,Copperbelt
O5TiUJiNwgw,co Cosetco Health Post,Kitwe,Copperbelt
ALopviYsgck,co Dr Diloba's Childrens Clinic,Kitwe,Copperbelt
MkKxG2Rx6U9,co East Garnetone Urban Health Centre,Kitwe,Copperbelt
uBAlZKXfZjt,co Garnatone Urban Health Centre,Kitwe,Copperbelt
XycJZtRx9sa,co Hillview Medical Centre,Kitwe,Copperbelt
N6yNVrwA7rz,co Ipusukilo Urban Health Centre,Kitwe,Copperbelt
X464KNCPt2s,co Itimpi Urban Health Centre,Kitwe,Copperbelt
p7sGwtoljA0,co Kakolo Health Post,Kitwe,Copperbelt
dyBevX99YCY,co Kakolo Rural Health Centre,Kitwe,Copperbelt
nb2FahgCrB2,co Kamakonde Rural Health Centre,Kitwe,Copperbelt
mgnKDlNhRlr,co Kamfinsa Urban Health Centre,Kitwe,Copperbelt
buUdEP9F3UH,co Kamitondo Urban Health Centre,Kitwe,Copperbelt
i8FJoWNH713,co Kano Dental clinic,Kitwe,Copperbelt
rM5VBafZThG,co Kawama (Kitwe) Urban Health Centre,Kitwe,Copperbelt
gmjynHHCjio,co KCM Nkana Clinic,Kitwe,Copperbelt
STxrj8lqd6N,co Kitwe Central Hospital Affiliated Health Centre,Kitwe,Copperbelt
ecpn1MxGRh7,co Kitwe Central Referral Hospital,Kitwe,Copperbelt
IMIoJOTEBFJ,co Kitwe College of Education Health Post,Kitwe,Copperbelt
xmb92E55Rdo,co Kitwe District Police Clinic,Kitwe,Copperbelt
rjZ0UswATDd,co Kitwe Teaching Eye Hospital,Kitwe,Copperbelt
iMRBfOzmCl8,co Kitwe Vocation Training College Health Post,Kitwe,Copperbelt
QE46iTSkZT7,co Kwacha Urban Health Centre,Kitwe,Copperbelt
yIOmHCqe84W,co Luangwa (Kitwe) Urban Health Centre,Kitwe,Copperbelt
XJAjK1nSndD,co Lubambe Medical Clinic,Kitwe,Copperbelt
xhaT6AWphIF,co Luongo Health Post,Kitwe,Copperbelt
f6X5DsgudRT,co Luto Health Post,Kitwe,Copperbelt
Xi6NHsjlluD,co MARS Urban Health Centre,Kitwe,Copperbelt
SnzneTPtT4y,co Marshlands clinic,Kitwe,Copperbelt
XEVEOXQysJx,co Mawlaick (ZCCF Kitwe Camp) Clinic,Kitwe,Copperbelt
HI1jfU42zvg,co Mawlaick Urban Health Centre,Kitwe,Copperbelt
IJTQgVCt5ix,co MEF Health Post,Kitwe,Copperbelt
YMcGSAUdDQV,co Mindolo 1 Urban Health Centre,Kitwe,Copperbelt
L97S7NaDVYd,co Mindolo 2 (Mopani) Clinic,Kitwe,Copperbelt
IEWVme0dRVZ,co Misaka Health Post (Kitwe),Kitwe,Copperbelt
klFYJ81nyxF,co Miseshi Urban Health Centre,Kitwe,Copperbelt
xBGGa2OqmNu,co Miseshi-Mindolo Health Post,Kitwe,Copperbelt
gJEA0cyb6ay,co Morning Rise clinic,Kitwe,Copperbelt
BOmeF3LIwN7,co Mpelembe Secondary School Health Post,Kitwe,Copperbelt
vYJJFhxaOf1,co Mugala  Health post,Kitwe,Copperbelt
TDNlyQxfO9F,co Mulenga Urban Health Centre,Kitwe,Copperbelt
IB4SxhFBf18,co Mumana Urban Health Centre,Kitwe,Copperbelt
YKer0ChK5fj,co Mwaiseni Urban Health Centre,Kitwe,Copperbelt
aFaF6H1X4gg,co Mwekera Urban Health Centre,Kitwe,Copperbelt
veNR6qGRAyW,co Natwange (Mopani) Clinic,Kitwe,Copperbelt
kN51nyFWghO,co Ndeke (Kitwe) Urban Health Centre,Kitwe,Copperbelt
eewRFJr28gG,co Ndeke Village Health Centre,Kitwe,Copperbelt
BRekOBeehZj,co New Start (Kitwe) Health Post,Kitwe,Copperbelt
HLC0RNtBCPL,co Nkana East Urban Health Centre,Kitwe,Copperbelt
wyb86szgq3Y,co Nkana Hospital Affiliated Health Centre,Kitwe,Copperbelt
FyaMy8Xfoxx,co Occupational Health District Hospital,Kitwe,Copperbelt
E8pgm994IAP,co OHMB Urban Health Centre,Kitwe,Copperbelt
EE4zBJfP2Bq,co Progress Medical Centre,Kitwe,Copperbelt
fqHhR7zkkuC,co Riverside Urban Health Centre,Kitwe,Copperbelt
TNEIvx7BdFr,co Sinozam Friendship Hospital,Kitwe,Copperbelt
oJEwpjffq6j,co SOS Kitwe Health Centre,Kitwe,Copperbelt
QSrovGhbPpO,co SOS Urban Health Centre,Kitwe,Copperbelt
ybHb8qorKfF,co Springs of Life Medical Centre,Kitwe,Copperbelt
VDe0tKN8vf5,co Tinna Medical Centre,Kitwe,Copperbelt
VUdHnKT4YNt,co Twatasha Urban Health Centre (Kitwe),Kitwe,Copperbelt
GUiXuGf10za,co Wusakile D4 (Mopani) Clinic,Kitwe,Copperbelt
prRaX3dItsm,co Wusakile Government Clinic,Kitwe,Copperbelt
J2noVoHENA7,co Wusakile GRZ Urban Health Centre,Kitwe,Copperbelt
X4yVv4naJDE,co Wusakile Mine Hospital,Kitwe,Copperbelt
noEDTWfy2zG,co Wusakile Spita Private Hospital,Kitwe,Copperbelt
wcU2Qb1PWy2,co Zamtan Urban Health Centre,Kitwe,Copperbelt
Fe2qhz176ae,co ZNS (Kitwe) Camp Clinic,Kitwe,Copperbelt
LXAi7FyOk1G,co ZNS Urban Health Centre,Kitwe,Copperbelt
jGqu6BUf5hW,co 73 Independence Urban Health Centre,Luanshya,Copperbelt
FrvBobvFmr2,co Allessandras Urban Health Centre,Luanshya,Copperbelt
l8MgRrAGJWM,co Baluba Shaft Clinic,Luanshya,Copperbelt
cmraRWSOEAq,co Chaisa Urban Health Centre,Luanshya,Copperbelt
K7bBuBcyRNs,co Chawama Health Post,Luanshya,Copperbelt
bBBYvLHoyax,co Chilabula Urban Health Centre,Luanshya,Copperbelt
jtZRrvRDu4m,co Fisenge Urban Health Centre,Luanshya,Copperbelt
iAdmFLZxDJx,co Franco Urban Health Centre,Luanshya,Copperbelt
hecsfCuiUk4,co Kafubu Block Urban Health Centre,Luanshya,Copperbelt
OAPKhLsZ5YB,co Kampelembe Health Post,Luanshya,Copperbelt
KqlfRvBtVZQ,co Kapenda Health Post,Luanshya,Copperbelt
pLfadhLFadX,co Kapupulu Health Post,Luanshya,Copperbelt
a1qBWz4xzSk,co Kasimes Health Centre,Luanshya,Copperbelt
CfqKerVtw89,co Kasongo Health Post,Luanshya,Copperbelt
K56EnqjGIYu,co Kawama Urban Health Centre (Lua),Luanshya,Copperbelt
aqwU6OrNaOO,co Luanshya Mine Hospital,Luanshya,Copperbelt
GZWv8LJXWEu,co Luanshya Spita Hospital Affiliated Health Centre,Luanshya,Copperbelt
SIXxeT0d3bJ,co Main Urban Health Centre,Luanshya,Copperbelt
EHlZfFSBmez,co Malaika Clinic,Luanshya,Copperbelt
SUTfCTaHtlg,co Mansansa Health Post,Luanshya,Copperbelt
XsCDLPCTzCo,co Maposa Health Post,Luanshya,Copperbelt
y1EEalgWrSK,co Mikomfwa Health Centre,Luanshya,Copperbelt
jz45NKERKWG,co Mikomfwa Urban Clinic,Luanshya,Copperbelt
p4kHUH3vfSY,co Misaka Health Post,Luanshya,Copperbelt
cmMECqfDBwn,co Mpatamatu Section 26 Urban Health Centre,Luanshya,Copperbelt
ited30x6sxo,co New Town Urban Health Centre,Luanshya,Copperbelt
ddqfr5gFjRe,co Nkulumashiba Health Post,Luanshya,Copperbelt
NwTt5phN9dn,co Plant and Works Urban Health Centre,Luanshya,Copperbelt
BNMR82DuUT7,co Poleline (Baluba) Health Post,Luanshya,Copperbelt
hho8e5XPMU9,co Roan Antelope Hospital Affiliated Health Centre,Luanshya,Copperbelt
WQIPLW3KaIZ,co Roan Antelope Referral Hospital,Luanshya,Copperbelt
SIFUKzOKsD5,co Section 23 Urban Health Centre,Luanshya,Copperbelt
VNXIzL7CBut,co Section 25 Urban Health Centre,Luanshya,Copperbelt
a39KNt8ZSef,co Section 3 Urban Health Centre,Luanshya,Copperbelt
WUp0U7gj6Y3,co Section 5 Urban Health Centre,Luanshya,Copperbelt
pzV3DigqDeC,co Shaft 18,Luanshya,Copperbelt
c7ufa0Qz5xO,co Shaft 28,Luanshya,Copperbelt
QPwEQzmafKl,co Thomson District Hospital,Luanshya,Copperbelt
EANADg0eT2B,co Thomson Hospital Affiliated Health Centre,Luanshya,Copperbelt
T8Orpd2YkqW,co TVTC Urban Health Centre,Luanshya,Copperbelt
vZSGwbpGMEr,co Zamefa Clinic,Luanshya,Copperbelt
TAtPMmGOgTg,co Bulaya Rural Health Centre,Lufwanyama,Copperbelt
F4VYi80fTpY,co Chantete Rural Health Centre,Lufwanyama,Copperbelt
FvkQKCrL3tA,co Chikabuke Rural Health Centre,Lufwanyama,Copperbelt
x1bRMF8cMDx,co Chinemu Rural Health Centre,Lufwanyama,Copperbelt
d1ZNtvikSPQ,co Fungulwe Rural Health Centre,Lufwanyama,Copperbelt
JyyqtN35xRZ,co Kamakanga Rural Health Centre,Lufwanyama,Copperbelt
kgJ7yRYt7e2,co Kansoka Rural Health Centre,Lufwanyama,Copperbelt
Y0VCrFbl4Jo,co Kapilamikwa Health Post,Lufwanyama,Copperbelt
g24ZAeCOQtX,co Kasanta (CHAI) Health Post,Lufwanyama,Copperbelt
vSQrxap9Wfa,co Lufwanyama District Hospital,Lufwanyama,Copperbelt
suOaMUX4QAM,co Lumpuma Rural Health Centre,Lufwanyama,Copperbelt
UJOwld3IcJC,co Mbalango Health Post,Lufwanyama,Copperbelt
YDrE04Rvrk1,co Mibenge Health Post,Lufwanyama,Copperbelt
BHlGSDxpRbB,co Mibila Rural Health Centre,Lufwanyama,Copperbelt
iOXYBwrrM8W,co Milopa Rural Health Post,Lufwanyama,Copperbelt
puV5lpWJFca,co Mukumbo Rural Health Centre,Lufwanyama,Copperbelt
QUo7UOsFjnf,co Mukutuma Rural Health Centre,Lufwanyama,Copperbelt
TIOSWlAb41M,co Mushingashi Rural Health Centre,Lufwanyama,Copperbelt
KHJVNwJWSag,co Nkana Health Post,Lufwanyama,Copperbelt
kk43MXZkTRx,co Shimukunami Rural Health Centre,Lufwanyama,Copperbelt
iwtxhcIoIbn,co St Clara Health Post,Lufwanyama,Copperbelt
EUkacVvdg61,co St Joseph Rural Health Centre,Lufwanyama,Copperbelt
UVvECdNq6zW,co St Marys Rural Health Centre,Lufwanyama,Copperbelt
c8Mt2BOAVNf,co Bangwe Rural Health Centre,Masaiti,Copperbelt
dQjo5SNeYpe,co Chikumbi Rural Health Centre,Masaiti,Copperbelt
lxlV95Lr6kQ,co Chilese Rural Health Centre,Masaiti,Copperbelt
ZbXV37vjwPy,co Chinondo Rural Health Centre,Masaiti,Copperbelt
aFMF1skFWyS,co Chiwala Health Post,Masaiti,Copperbelt
tiUDltEnU0R,co Chondwe Rural Health Centre,Masaiti,Copperbelt
u0RL06psJEN,co Eden Health Post,Masaiti,Copperbelt
XDePimGmbDh,co Fiwale Rural Health Centre,Masaiti,Copperbelt
eVbToZGTwVk,co Ishitwe  Health Post,Masaiti,Copperbelt
xcU8zdKcZ1f,co Kafulafuta GRZ Rural Health Centre,Masaiti,Copperbelt
dmrBxMDmVoV,co Kafulafuta Mission Rural Health Centre,Masaiti,Copperbelt
jqaPhksggTi,co Kaloko Rural Health Centre,Masaiti,Copperbelt
dhz0JIwrK16,co Kambowa Rural Health Centre,Masaiti,Copperbelt
pjXV6HUhKXR,co Kamifungo Health Post,Masaiti,Copperbelt
QQ6fPpgowlZ,co Kansamfu  Health Post,Masaiti,Copperbelt
iSWXwZn7Y9q,co Kashitu Rural Health Centre,Masaiti,Copperbelt
mHcibU80jNn,co Katonte Health Post,Masaiti,Copperbelt
wqyKVKlL96M,co Katuba Health Post,Masaiti,Copperbelt
M4YlQfDn51x,co Kaunga Health Post,Masaiti,Copperbelt
RjYZXQpOBnA,co Lumano Health Post,Masaiti,Copperbelt
GX4OTPt13jd,co Lupiya Health Post,Masaiti,Copperbelt
QtgkuC63m7p,co Masaiti Boma Rural Health Centre,Masaiti,Copperbelt
JBZ1lnsVnyf,co Masaiti Council Rural Health Centre,Masaiti,Copperbelt
KVxOL85Lecb,co Masaiti District Hospital,Masaiti,Copperbelt
Cv046jKXQ6W,co Masangano  Health Post,Masaiti,Copperbelt
BI57UQmWmBO,co Matipa Rural Health Centre,Masaiti,Copperbelt
KG7YKmc421K,co Mbotwa  Health Post,Masaiti,Copperbelt
U1j5sWQzEfe,co Michinka Health Post,Masaiti,Copperbelt
wJM6sG95Nhc,co Miengwe Rural Health Centre,Masaiti,Copperbelt
zXiBcBWF9wa,co Miputu Health Post,Masaiti,Copperbelt
ewDRr5WmhS0,co Mishikishi Rural Health Centre,Masaiti,Copperbelt
pvYnuNC36H6,co Mobe  Health Post,Masaiti,Copperbelt
yyVTb7wbRPo,co Mukolwe Rural Health Centre,Masaiti,Copperbelt
zP2QECHCYqQ,co Munkulungwe Health Post,Masaiti,Copperbelt
WnKF8pZR18R,co Mupapa Rural Health Centre,Masaiti,Copperbelt
bf2ELSWtxaE,co Mutaba Rural Health Centre,Masaiti,Copperbelt
EviSYDr9vdP,co Njelemani Rural Health Centre,Masaiti,Copperbelt
HQ6OJ7mQbPB,co Saka Health Post,Masaiti,Copperbelt
uMXWWVP04Ok,co Silangwa Health Post,Masaiti,Copperbelt
VpqXrXtj52W,co Agape Health Post,Mpongwe,Copperbelt
oEzSU0INF1o,co Butikili Health Post,Mpongwe,Copperbelt
hePwbZeYV4F,co Bwembelelo Health Post,Mpongwe,Copperbelt
r2TsVGdtFge,co Chibangu Health Post,Mpongwe,Copperbelt
UjQIv9okALg,co Chibuli Health Post,Mpongwe,Copperbelt
Opw3438hVHs,co Chipesa Health Post,Mpongwe,Copperbelt
dfDMoXbv43D,co Chisanga  health Post,Mpongwe,Copperbelt
mv8OfR7mCVD,co Chisapa Health Post,Mpongwe,Copperbelt
M4u7abtrcXf,co Intanda Health Post,Mpongwe,Copperbelt
qlEaTICngVN,co Ipumbu Rural Health Centre,Mpongwe,Copperbelt
tq0lfIDHsA1,co Kalweo Rural Health Centre,Mpongwe,Copperbelt
agExuTCjSy4,co Kangololo Health Post,Mpongwe,Copperbelt
g5ZZoiF1MNq,co Kanyenda Rural Health Centre,Mpongwe,Copperbelt
DxCRVDTQGEB,co Kasamba Rural Health Centre,Mpongwe,Copperbelt
yw4xY0HOPfb,co Luamabwe Rural Health Centre,Mpongwe,Copperbelt
ajccLGRFS0Y,co Luankuni Health Post,Mpongwe,Copperbelt
oZwd56KHtfX,co Luswishi Rural Health Post,Mpongwe,Copperbelt
Be4xMeviagC,co Lyobeka Health Post,Mpongwe,Copperbelt
Itgw2Ci0cq6,co Machiya Rural Health Centre,Mpongwe,Copperbelt
hGF1TZ82exO,co Mfulabunga Rural Health Centre,Mpongwe,Copperbelt
wcWwCvpw3Y2,co Mikata Rural Health Centre,Mpongwe,Copperbelt
IryfNyT1uR1,co Mpongwe Hospital Affiliated Health Centre,Mpongwe,Copperbelt
ySiPnUTYNps,co Mpongwe Mission Hospital,Mpongwe,Copperbelt
A9BC0fz8cxX,co Muchindushi Health Post,Mpongwe,Copperbelt
OjOiI8Mzvnc,co Mumkumpu Health Post,Mpongwe,Copperbelt
c6JFkeWQKUx,co Munkumpu Health Post,Mpongwe,Copperbelt
TalzGi3NZdo,co Munkumpu Rural Health Centre,Mpongwe,Copperbelt
tEF2sL5h10S,co Mushipashi Rural Health Centre,Mpongwe,Copperbelt
vrE4KlWAiQb,co Mushiwe ZFDS Rural Health Centre,Mpongwe,Copperbelt
cgbDLj1etFk,co Mwinuna Rural Health Centre,Mpongwe,Copperbelt
uijP1JAFyYr,co Nampamba Rural Health Centre,Mpongwe,Copperbelt
BcT8V0AlaZY,co St Anthony Rural Health Centre,Mpongwe,Copperbelt
X7tMmwIFGO4,co St Theresa Mission Hospital,Mpongwe,Copperbelt
tT28QN1FoYg,co St Theresas Hospital Affiliated Health Centre,Mpongwe,Copperbelt
TcQdgV7FKkj,co Thanda Health Post,Mpongwe,Copperbelt
bwPt010YjCo,co 14 Miles Health Post,Mufulira,Copperbelt
DvQsDO9KhsU,co Buteko Urban Health Centre,Mufulira,Copperbelt
DMeHLxRGcx6,co Butondo Urban Health Centre,Mufulira,Copperbelt
Keyf95fcaJx,co Central Dressings Health Post,Mufulira,Copperbelt
mYjh77kpa7F,co Chibolya Urban Health Centre,Mufulira,Copperbelt
ZWDXddZITxx,co Chiwele Health  Post,Mufulira,Copperbelt
mY8F4vQKERG,co Kafironda Health Post,Mufulira,Copperbelt
c8plHLiVx2g,co Kamuchanga District Hospital,Mufulira,Copperbelt
v9P9j0os6HU,co Kamuchanga Hospital Affiliated Health Centre,Mufulira,Copperbelt
EpOzx5ReMlz,co Kamuchanga Urban Health Centre,Mufulira,Copperbelt
mCSWif8agNO,co Kansuswa Rural Health Centre,Mufulira,Copperbelt
Q4wqYAemQAq,co Kasaria Health  Post,Mufulira,Copperbelt
EiKjFRnb5jG,co Kasombo Health Post,Mufulira,Copperbelt
eSTS40WmQsm,co Kawama West Rural Health Centre,Mufulira,Copperbelt
eIdr2lM9uwq,co Luansobe Rural Health Centre,Mufulira,Copperbelt
Oi5cSSzZs06,co Malcolm Watson Hospital,Mufulira,Copperbelt
U4j7Vp1chHU,co Malcolm Watson Hospital Affiliated Health Centre,Mufulira,Copperbelt
lK3CYYflJQ0,co Minambe Health Post,Mufulira,Copperbelt
yMVJJtbqtyS,co Mokambo Rural Health Centre,Mufulira,Copperbelt
X8HgA5EqfjR,co Mufulira Clinic 1 Urban Health Centre,Mufulira,Copperbelt
MUKmWOc1KW4,co Mufulira Clinic 2 Urban Health Centre,Mufulira,Copperbelt
jyqXZKwQBZZ,co Mufulira Clinic 3 Urban Health Centre,Mufulira,Copperbelt
Zc2KtTGTKQx,co Mufulira Clinic 4 Urban Health Centre,Mufulira,Copperbelt
bogwN2NBezM,co Mufulira Clinic 5 Urban Health Centre,Mufulira,Copperbelt
n99YzhKykqz,co Mufulira Clinic 6 Urban Health Centre,Mufulira,Copperbelt
p120QR29LZS,co Mufulira Clinic 7 Urban Health Centre,Mufulira,Copperbelt
OW88QoNEiWz,co Mufulira Clinic 8 Urban Health Centre,Mufulira,Copperbelt
mqIDfA4BYq0,co Mufulira Clinic 9 Urban Health Centre,Mufulira,Copperbelt
VPTKnQWBanz,co Mufulira Prisons Health Post,Mufulira,Copperbelt
E1v0ysa5RNA,co Mufulira Teachers Training College Health Post,Mufulira,Copperbelt
eQLhw75HRhB,co Mufulira West Health Post,Mufulira,Copperbelt
rYJgibGXiGd,co Mukuba  B Health Post,Mufulira,Copperbelt
l29VqEQYM0I,co Mukuba  Chantentente Heatlh Post,Mufulira,Copperbelt
k85SZxKiTaN,co Mupambe Health Post,Mufulira,Copperbelt
FDICXUFpZ6R,co Mupena Health Post,Mufulira,Copperbelt
tDMMdM2CQf6,co Murundu Rural Health Centre,Mufulira,Copperbelt
SMQN1DqiYl4,co Mutundu Rural Health Centre,Mufulira,Copperbelt
IRCdk1eeWI4,co Muya  Haelth Post,Mufulira,Copperbelt
llIVsgfZrBI,co Ngambi Health Post,Mufulira,Copperbelt
Gj1a0mvsksK,co Olasho  Health Post,Mufulira,Copperbelt
atxBpiMXK3w,co Ronald Ross Hospital,Mufulira,Copperbelt
Tf6EW0sOWJb,co Ronald Ross Hospital Affiliated Health Centre,Mufulira,Copperbelt
in7NdEmMDku,co RR Health post,Mufulira,Copperbelt
XYDhYzaYDOe,co St leo Health Post,Mufulira,Copperbelt
YjtCTmvgDPl,co Taung-Up Clinic,Mufulira,Copperbelt
zPQrMjV2nlA,co Triple S (CHAI) Health Post,Mufulira,Copperbelt
W0Sv4GoQQlc,co Twatasha Urban Health Centre,Mufulira,Copperbelt
Me0ZPMA7wvc,co 21 Miles Health Post (Ndola),Ndola,Copperbelt
IAWEwxGrcHM,co 21 Miles Heath Post,Ndola,Copperbelt
U85dtVEd75c,co Arthur Davison Hospital,Ndola,Copperbelt
ozPn8YZgyLv,co Arthur Davison Hospital Affiliated Health Centre,Ndola,Copperbelt
nxn3kzWTlCY,co Bank of Zambia Urban Health Centre,Ndola,Copperbelt
zTufwncP8kZ,co Chichetekelo Urban Health Centre,Ndola,Copperbelt
uP6tR4t9Hap,co Chilanga Cement Urban Health Centre,Ndola,Copperbelt
mJMWrLHNlek,co Chimbala Health Post,Ndola,Copperbelt
fZhnYlJBbwt,co Chinan Urban Health Centre,Ndola,Copperbelt
EQL5P5JyGpj,co Chipokota Mayamba Urban Health Centre,Ndola,Copperbelt
ZwVit2NTALy,co Commando Urban Health Centre,Ndola,Copperbelt
MmJhENJ2jsY,co Daghamskhoeld Health Post,Ndola,Copperbelt
KqhxM8K0QnM,co Dola Hill Urban Health Centre,Ndola,Copperbelt
CCbpXiclRqh,co Hillcrest Urban Health Centre,Ndola,Copperbelt
ii7s79MXt7X,co Hilltop Hospital,Ndola,Copperbelt
dryCxwaqZfP,co Indeni Urban Health Centre,Ndola,Copperbelt
Tr6MJNpZPbf,co Itawa Urban Health Centre,Ndola,Copperbelt
fDZnwvGYDdB,co Jabulani Urban Health Centre,Ndola,Copperbelt
j57ACSx987C,co Kabushi Urban Health Centre,Ndola,Copperbelt
iLBvUHz95Ob,co Kalewa Barracks Urban Health Centre,Ndola,Copperbelt
K3guXcgc4Fa,co Kaloko Urban Health Centre,Ndola,Copperbelt
q0NU5ZzJi3V,co Kamensopanshi Health Post,Ndola,Copperbelt
YRqeCMgMEFD,co Kanfinsa Health Post,Ndola,Copperbelt
OmuZAbZci8C,co Kaniki Urban Health Centre,Ndola,Copperbelt
jdk7WO5dvQa,co Kansheshi Prison Urban Health Centre,Ndola,Copperbelt
OS976js8h8Y,co Kantolomba  Health Post,Ndola,Copperbelt
p6vOCKP1aT2,co Katondo Health Centre,Ndola,Copperbelt
eQ6waRkKPDj,co Kavu Urban Health Centre (St Dominics Hospital),Ndola,Copperbelt
uactqCEwaoj,co Kawama (Ndola) Urban Health Centre,Ndola,Copperbelt
iuZGoEGlozV,co Kopa Urban Health Centre,Ndola,Copperbelt
o50wkLNR15X,co Lubuto Urban Health Centre,Ndola,Copperbelt
EHJqhqyXpvR,co Mackenzie Health Post,Ndola,Copperbelt
zq2lrV6S4eo,co Madando Health Post,Ndola,Copperbelt
W5csdelMury,co Mahatma Gandhi Urban Health Centre,Ndola,Copperbelt
mqGVNIDuaYw,co Masala Main Urban Health Centre,Ndola,Copperbelt
YgW7SiJDq3t,co Masala New Urban Health Centre,Ndola,Copperbelt
W5AgtN79uny,co Mery Berg Urban Health Centre,Ndola,Copperbelt
Yy1FLtdONEi,co Miramar Urban Health Centre,Ndola,Copperbelt
qYSZ1eYBThN,co Misaka Health Post (Ndola),Ndola,Copperbelt
kYvZKI6wcUa,co Misundu Health Post,Ndola,Copperbelt
LBw0WSM7P9V,co Mpendwa Urban Health Centre,Ndola,Copperbelt
mHUhKmOuP0y,co Mushili Urban Health Centre,Ndola,Copperbelt
qxp0qwK1oPY,co Mwange A Health Post,Ndola,Copperbelt
agMt1bXC7Cb,co Nalwange Family Clinic,Ndola,Copperbelt
t085Aq59Ico,co Ndeke Urban Health Centre (Ndola),Ndola,Copperbelt
KoJXIXFMXxF,co Ndola Central Hospital,Ndola,Copperbelt
lxVmBPAa7hI,co Ndola Central Hospital Affiliated Health Centre,Ndola,Copperbelt
fWdyrZ8tAHp,co Ndola Girls Clinic,Ndola,Copperbelt
pmtbhAgdVxx,co Ndola Lime Urban Health Centre,Ndola,Copperbelt
RTXSjtWwJkM,co Nkhwazi Urban Health Centre,Ndola,Copperbelt
xA8EyydbYzL,co Nortec Urban Health Centre,Ndola,Copperbelt
zcQssrCbUCn,co Northern Breweries Urban Health Centre,Ndola,Copperbelt
yfjxbyxoOdH,co Northern Command Military Hospital,Ndola,Copperbelt
OJjDHxlrEab,co Peter Singogo Police Urban Health Centre,Ndola,Copperbelt
nxlCnxYauzF,co Railway Surgery Urban Health Centre,Ndola,Copperbelt
PZ5rG5QROfK,co Roma Health Post,Ndola,Copperbelt
DtaFfnX2thq,co Sathya Sai Urban Health Centre,Ndola,Copperbelt
RJnQWlh35Bh,co Satyam Urban Health Centre,Ndola,Copperbelt
WhixTESBtQA,co TDRC Urban Health Centre,Ndola,Copperbelt
fi5ol4VwGMc,co Telnor Urban Health Centre,Ndola,Copperbelt
Pt7Qa9HPYNi,co Tug-Argan Urban Health Centre,Ndola,Copperbelt
jn7cdfVaafY,co Twapia Urban Health Centre,Ndola,Copperbelt
dyFBjqtVz0n,co VILLA Urban Health Centre,Ndola,Copperbelt
Kn7MhWfHA7y,co Zambia Sugar Urban Health Centre,Ndola,Copperbelt
pWaZE3DOs56,co Zesco Urban Health Centre,Ndola,Copperbelt
CEv7p9i4TQe,co ZFDS Medical Centre Urban Health Centre,Ndola,Copperbelt
sBDT0IlHEjL,ea Bwanunkha Rural Health Centre,Chadiza,Eastern
OsaUQ6EWLIY,ea Chadiza District Hospital,Chadiza,Eastern
XtxZIINjQCr,ea Chadiza Rural Health Centre,Chadiza,Eastern
Lvzf69VJFam,ea Chamandala Health Post,Chadiza,Eastern
JDZxINo98Cy,ea Chanida Border Health post,Chadiza,Eastern
RTEBlhxIyLR,ea Chanida Rural Health Centre,Chadiza,Eastern
sd4Xsgqzqcl,ea Chanjowe Health Post,Chadiza,Eastern
yCR2mWD7CvM,ea Chilenga Health Post,Chadiza,Eastern
atQKbji3a3Z,ea John Rural Health Centre,Chadiza,Eastern
FBw2A9rBl8k,ea Kabvumo Health Post,Chadiza,Eastern
KcvtjI3v1JZ,ea Kapirimphika Health Post,Chadiza,Eastern
yYiVRzreLab,ea Madzaela Health Post,Chadiza,Eastern
K7EHFK9TwdB,ea Miti Rural Health Centre,Chadiza,Eastern
hSvjeUVgrel,ea Mkumbuzi Rural Health Centre,Chadiza,Eastern
E1Uqp21LyLy,ea Msokosela Health Post,Chadiza,Eastern
klfs1JcS8XN,ea Mtaya Health Post,Chadiza,Eastern
GMOhAtxcsV3,ea Mwangazi Health Post,Chadiza,Eastern
OZ90KyjaQSj,ea Naviruli Health post,Chadiza,Eastern
uiYSXACVVWV,ea Nsadzu Mental Rehabilitation Centre,Chadiza,Eastern
p2iJUMT7oLv,ea Nsadzu Rural Health Centre,Chadiza,Eastern
f2kigqk6UZI,ea Sinalo Health Post,Chadiza,Eastern
JiXhobaBUX8,ea Tafelansoni Rural Health Centre,Chadiza,Eastern
zrl4ULqcHUB,ea Zemba Rural Health Centre,Chadiza,Eastern
jlSgxEyJMn1,ea Zingalume Health Post,Chadiza,Eastern
EkpbEobemsx,ea Boyole Health Post,Chasefu,Eastern
